3203,359.83,9, ,3209,359.79,9, ,3206,359.82,10, ,3207,0.4,9, ,3180,0.03,13, ,3210,0.26,9, ,3208,359.83,10, ,3211,0.53,9, ,3217,0,9, ,3206,359.69,10, ,3202,359.91,9, ,
3208,359.85,10, ,3203,359.47,9, ,3198,359.86,10, ,3207,359.84,8, ,3204,359.6,9, ,3211,359.79,9, ,3195,359.61,9, ,3191,0.32,8, ,3197,0.4,9, ,3207,0.19,7, ,
3211,0,9, ,3214,0.63,7, ,3207,0.05,8, ,3208,359.82,9, ,3204,0.52,7, ,3208,0.19,7, ,3204,0.03,9, ,3203,359.99,10, ,3205,359.32,10, ,3201,0,9, ,
3206,0.22,8, ,3212,0.4,9, ,3209,0.14,9, ,3197,0.19,9, ,3215,0.01,10, ,3208,0.05,9, ,3200,0.04,9, ,3198,359.82,11, ,3199,0.53,9, ,3209,0.18,8, ,
3204,359.69,9, ,3186,359.69,9, ,3213,359.67,9, ,3207,0.39,7, ,3203,0.12,9, ,3210,0.43,8, ,3209,0,9, ,3208,359.95,9, ,3202,359.98,10, ,
