2922,0.36,254, ,2924,359.81,252, ,2924,359.93,254, ,2923,359.94,253, ,2924,359.5,255, ,2924,0.2,252, ,2925,0.18,253, ,2925,359.85,255, ,2925,359.9,252, ,2923,359.82,255, ,2924,0.52,254, ,
2924,0.08,252, ,2924,0.21,252, ,2925,0.07,253, ,2925,359.73,252, ,2925,0.44,253, ,2924,0.22,251, ,2923,0.18,251, ,2924,0.42,252, ,2925,0.17,252, ,2924,0.08,253, ,
2925,0.19,253, ,2923,0.09,253, ,2926,0.62,252, ,2925,0.09,252, ,2925,0.29,253, ,2925,0.29,252, ,2925,0.26,252, ,2925,0.15,252, ,2925,0.04,253, ,2923,0.14,251, ,
2923,0.12,253, ,2923,359.71,252, ,2924,0.4,251, ,2925,0,255, ,2924,359.51,255, ,2924,0.11,255, ,2924,359.85,253, ,2922,359.73,255, ,2922,0.44,251, ,2924,0.17,255, ,
2923,359.74,255, ,2922,0.44,253, ,2923,0.21,253, ,2922,0.25,251, ,2924,359.98,253, ,2924,0.68,251, ,2923,0.01,252, ,2924,359.8,255, ,2924,359.91,253, ,2925,359.55,252, ,

